id,safra,y,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50,VAR_51,VAR_52,VAR_53,VAR_54,VAR_55,VAR_56,VAR_57,VAR_58,VAR_59,VAR_60,VAR_61,VAR_62,VAR_63,VAR_64,VAR_65,VAR_66,VAR_67,VAR_68,VAR_69,VAR_70,VAR_71,VAR_72,VAR_73,VAR_74,VAR_75,VAR_76,VAR_77,VAR_78
3753,201404,1,0.0,0.0,0.0,0.0,,2199.0,43.32,,2000.0,,,,44.17,364.0,,,3000.0,56.0,10.0,12,762.0,17.0,,,0.0,-3.0,,0.0,5.0,2000.0,0.0,0.133832912727673,7.0,,,3.96,5.0,129.98,209.0,0.0,0.0,5.0,,0.0,309.19,5.0,,5.0,3.96,198.03,364.0,,3000.0,5000.0,198.03,198.03,46,,104.82,-0.016208722718011,,836.0,198.03,1,,,,0.0,,,0.0,200.0,0.0,0.0,198.03,157.21,,0.0
3754,201408,0,0.0,0.0,0.0,0.0,,285.0,95.12,96.16,2067.0,,151.94,,,275.0,83.68,,723.96,,0.0,12,,0.0,,,0.0,222.0,,0.0,2.0,5581.92,,0.090634138151029,0.0,384.64,607.76,0.0,2.0,462.02,,0.0,0.0,2.0,,0.0,,2.0,,2.0,0.0,313.93,222.0,275.36,5514.92,2067.0,353.9575,313.93,37,,,-0.231735369185606,,,,1,961.93,,-89.0,2.0,,,0.0,71.0,0.0,0.0,941.79,,,0.0
3755,201401,0,174.0,5.0,2.0,2.0,,1398.0,143.9,34.99,255.87,62.0,94.98,247.0,41.99,,,17.0,,,0.0,3,,0.0,63.95,,9.0,,,10.0,,255.87,17.0,0.133832912727673,0.0,69.99,124.97,,,401.32,209.0,6.0,,,17.0,8.0,209.97,,0.0,,,,,,255.87,,,,24,,0.0,-0.411786729965823,,,,0,356.43,2.0,,,63.95,,,62.0,,,,162.9,0.0,
3756,201401,0,46.0,0.0,0.0,1.0,120.05,1703.0,21.99,88.14,1200.0,560.0,35.3,374.0,28.79,679.0,50.97,134.0,,14.0,7.0,12,293.0,9.0,199.42,281.02,12.0,391.0,402.0,12.0,,1200.0,27.0,0.133832912727673,2.0,359.84,105.92,,,65.97,139.0,10.0,,7.0,14.0,12.0,201.53,7.0,0.0,,,,679.0,133.95,3400.0,1500.0,,,35,255.0,366.0,-0.30845333657335,,1254.0,,0,1162.44,16.0,-54.0,,565.77,6.21,0.0,25.0,0.0,0.0,,969.58,0.0,0.0
3757,201409,0,34.0,0.0,0.0,2.0,56.48,1807.0,,31.58,1823.37,751.0,40.49,208.0,156.15,552.0,17.48,55.0,1823.37,10.0,7.0,12,320.0,11.0,261.72,175.95,8.0,245.0,260.0,8.0,32.0,3646.74,5.0,0.133832912727673,4.0,157.93,80.99,5.96,1.0,,448.0,5.0,,32.0,6.0,10.0,452.9,32.0,0.0,,,,552.0,34.97,800.0,4223.37,148.95,,31,174.0,176.71,-0.411786729965823,5.96,,148.95,0,1399.22,22.0,-555.0,,759.77,5.96,1.0,6.0,1.0,1.0,,295.6,0.0,1.0
3758,201405,0,18.0,0.0,0.0,0.0,34.98,596.0,,67.68,1000.0,,14.33,,53.98,280.0,146.08,,1200.0,,0.0,8,,0.0,,159.97,0.0,27.0,67.0,0.0,11.0,1000.0,0.0,0.133832912727673,0.0,676.8,100.31,0.0,11.0,,208.0,0.0,6.96,11.0,,0.0,209.96,11.0,,11.0,20.88,348.23,280.0,1022.56,2540.0,2200.0,348.23,348.23,46,158.0,50.19,-0.016208722718011,,,,1,1579.44,,-11.0,9.0,,,0.0,26.0,0.0,0.0,696.46,100.37,,0.0
3759,201403,0,0.0,0.0,0.0,0.0,87.7,2927.0,37.97,,1100.0,1239.0,,833.0,115.42,1062.0,10.79,258.0,2134.0,115.0,38.0,11,1689.0,41.0,288.44,224.92,12.0,970.0,,12.0,9.0,1100.0,136.0,0.133832912727673,3.0,,,0.0,9.0,95.95,402.0,12.0,5.36,9.0,48.0,12.0,408.84,9.0,0.0,9.0,5.36,133.99,241.0,21.59,3142.86,2909.64,133.99,133.99,48,220.0,393.68,0.079926420595367,,1254.0,,0,,52.0,-15.0,8.0,1251.58,,0.0,255.0,0.0,0.0,535.96,446.72,0.0,0.0
3760,201403,0,37.0,0.0,0.0,3.0,66.37,1197.0,,18.62,300.0,325.0,93.11,272.0,,1143.0,24.98,0.0,1200.0,,0.0,6,,0.0,87.23,464.59,3.0,761.0,,4.0,22.0,300.0,0.0,0.133832912727673,0.0,130.34,621.42,0.0,11.0,,,9.0,4.54,22.0,19.0,12.0,,22.0,0.0,11.0,2.27,113.74,441.0,49.97,900.0,300.0,113.74,113.74,44,314.0,424.26,-0.059298901120992,4.54,,113.74,0,353.77,16.0,-12.0,11.0,460.66,4.54,1.0,-79.0,1.0,1.0,341.22,1427.39,132.77,1.0
3762,201403,0,34.0,0.0,0.0,1.0,,227.0,50.97,,1000.0,,58.59,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.0571981886428283,0.0,,410.13,,,203.89,,0.0,,,,0.0,,,,,,,,,1000.0,1000.0,,,37,,,-0.231735369185606,,,,1,116.78,,,,,,,37.0,,,,,,
3763,201401,0,131.0,3.0,1.0,1.0,46.64,405.0,74.9,13.78,400.0,,32.61,,,,,,1400.0,,0.0,10,,0.0,,170.56,0.0,,,0.0,,400.0,,0.090634138151029,0.0,96.46,260.88,,,179.26,,0.0,,,,0.0,,,,,,,,,800.0,1400.0,,,70,151.0,,0.721630021341369,,,,1,1693.63,,,,,,,-70.0,,,,,,
3764,201409,1,20.0,0.0,0.0,0.0,,357.0,22.25,173.62,800.0,,179.78,,,127.0,451.13,,800.0,,0.0,10,,0.0,,,0.0,1.0,,0.0,32.0,800.0,,0.090634138151029,0.0,486.62,470.9,,32.0,66.24,,0.0,3.19,32.0,,0.0,,32.0,,32.0,12.76,159.36,127.0,593.88,300.0,1100.0,,159.36,48,,,0.079926420595367,,,,1,103.25,,,3.0,,,2.0,3.0,2.0,2.0,159.36,,,2.0
3765,201403,0,52.0,0.0,0.0,3.0,87.1,442.0,56.05,,1000.0,,84.18,,,375.0,49.99,,1000.0,,0.0,12,,0.0,,253.42,0.0,167.0,,0.0,30.0,1500.0,0.0,0.090634138151029,0.0,,673.44,0.0,30.0,224.2,,0.0,2.69,30.0,,0.0,,30.0,,30.0,2.69,137.356666666667,167.0,99.98,2500.0,1500.0,142.73,134.67,37,194.0,,-0.231735369185606,2.85,,142.73,1,0.0,,-90.0,21.0,,,2.0,20.0,2.0,2.0,412.07,,,2.0
3766,201408,1,15.0,0.0,0.0,0.0,179.05,3276.0,82.56,77.3,1500.0,1397.0,25.64,892.0,224.51,1812.0,58.7,375.0,,187.0,45.0,12,4626.0,60.0,296.11,820.73,7.0,1568.0,755.0,8.0,,3000.0,24.0,0.133832912727673,15.0,193.93,157.54,,,517.92,1023.0,11.0,,-1.0,27.0,12.0,1109.89,2.0,710.13,,,,826.0,306.19,7187.36,2921.84,,,52,815.0,811.55,0.156301087833759,,2926.0,,0,1019.77,45.0,-46.0,,1460.13,0.0,0.0,2.0,0.0,0.0,,1671.23,54.52,0.0
3767,201409,1,0.0,0.0,0.0,0.0,57.78,665.0,79.98,,929.88,,38.97,,53.38,,19.99,,929.88,,0.0,12,,0.0,,296.46,0.0,,,0.0,,929.88,,0.133832912727673,0.0,,66.96,,,79.98,145.0,0.0,,,,0.0,146.95,,,,,,,59.99,,929.88,,,23,202.0,127.03,-0.411786729965823,,,,1,,,,,,,,159.0,,,,158.91,,
3768,201401,1,154.0,3.0,1.0,4.0,,2276.0,,38.81,430.0,239.0,20.68,277.0,94.51,,,,430.0,21.0,13.0,6,232.0,18.0,58.33,,1.0,,,2.0,,430.0,,0.133832912727673,5.0,98.96,82.74,,,,438.0,10.0,,,5.0,12.0,613.63,,,,,,,,860.0,,,,25,,120.76,-0.411786729965823,,,,0,1362.14,9.0,,,343.37,,,4.0,,,,80.73,103.23,
3769,201409,0,0.0,0.0,0.0,0.0,236.05,4440.0,18.84,273.89,2500.0,961.0,,624.0,142.9,1314.0,147.26,3.0,2500.0,208.0,66.0,12,5025.0,86.0,233.83,1154.77,12.0,1189.0,,12.0,3.0,4500.0,2.0,0.133832912727673,20.0,1369.45,,7.44,3.0,131.93,664.0,12.0,0.0,3.0,24.0,12.0,1000.3,3.0,0.0,-7.0,,371.78,336.0,1030.82,6386.82,4500.0,350.6625,,72,1009.0,1051.78,0.721630021341369,0.0,836.0,321.098,0,2598.76,30.0,-784.0,-7.0,1345.95,0.0,0.0,37.0,0.0,0.0,743.56,997.73,379.32,0.0
3770,201404,0,26.0,0.0,0.0,0.0,77.0,1368.0,65.09,,1500.0,313.0,,545.0,68.29,1239.0,,45.0,1800.0,,0.0,12,,0.0,65.82,385.0,5.0,1003.0,93.0,9.0,28.0,1500.0,45.0,0.133832912727673,0.0,,,4.34,28.0,455.63,318.0,8.0,4.34,42.0,22.0,12.0,478.03,42.0,113.94,28.0,13.02,217.24,332.0,,5500.0,4400.0,217.24,217.24,75,385.0,283.52,0.721630021341369,2.1,,149.962,0,157.99,26.0,-150.0,27.0,404.05,12.6,5.0,161.0,5.0,14.0,434.48,471.76,86.4,14.0
3771,201406,0,9.0,0.0,0.0,0.0,,166.0,70.56,299.88,550.0,,,,,,,,,,0.0,12,,0.0,,,0.0,,146.0,0.0,,550.0,,0.0571981886428283,0.0,299.88,,,,493.92,,0.0,,,,0.0,,,,,,,,,550.0,550.0,,,42,,,-0.0737564789495467,,,,1,164.23,,,,,,,10.0,,,,,,
3772,201401,0,72.0,0.0,1.0,2.0,109.97,977.0,46.88,34.9,724.54,187.0,,,121.96,,,,,,0.0,10,,0.0,187.92,219.94,0.0,,,0.0,,724.54,,0.133832912727673,0.0,244.3,,,,328.16,243.0,1.0,,,,2.0,243.92,,,,,,,,1449.08,,,,39,219.0,247.91,-0.231735369185606,,,,1,328.08,1.0,,,187.92,,,-47.0,,,,247.73,0.0,
3773,201407,0,16.0,0.0,0.0,0.0,73.43,444.0,,,2000.0,,,,,,47.98,,2750.0,,0.0,12,,0.0,,358.81,0.0,,324.0,0.0,,4000.0,,0.090634138151029,0.0,,,,,,,0.0,,,,0.0,,,,,,,,179.97,2000.0,4750.0,,,67,305.0,,0.648196909605187,,,,1,2098.8,,,,,,,308.0,,,,,,
3775,201401,1,82.0,0.0,1.0,4.0,83.16,1726.0,,80.56,500.0,748.0,5.99,803.0,100.54,,4.59,324.0,500.0,66.0,7.0,5,1103.0,9.0,150.72,395.89,9.0,,130.0,12.0,,500.0,71.0,0.133832912727673,2.0,402.89,29.98,,,,498.0,9.0,,,43.0,12.0,502.82,,879.06,,,,,22.99,500.0,,,,53,392.0,307.92,0.219380082347677,,1254.0,,0,1098.22,35.0,,,753.82,,,1.0,,,,724.11,0.0,
3777,201406,0,4.0,0.0,0.0,0.0,,330.0,90.88,,600.0,,21.97,,,,48.94,,1249.21,,0.0,10,,0.0,,,0.0,,,0.0,,600.0,,0.090634138151029,0.0,,21.97,,,573.78,,0.0,,,,0.0,,,,,,,,244.74,600.0,600.0,,,27,,,-0.411786729965823,,,,1,151.2,,,,,,,102.0,,,,,,
3779,201402,1,178.0,3.0,1.0,1.0,109.78,3033.0,119.71,100.03,2000.0,,,,,87.0,,12.0,1500.0,14.0,12.0,12,327.0,15.0,,815.38,0.0,3.0,,0.0,3.0,5000.0,,0.133832912727673,3.0,746.31,,,3.0,1099.24,,0.0,,3.0,,0.0,,3.0,0.0,3.0,5.44,,87.0,,7000.0,,,272.19,58,680.0,,0.357323965312407,,,,1,2718.38,,,,,,0.0,-39.0,0.0,0.0,,,,0.0
3780,201403,0,0.0,0.0,0.0,0.0,,317.0,,,1000.0,,,,,,51.28,,,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.090634138151029,0.0,,,,,,,0.0,,,,0.0,,,,,,,,256.43,1000.0,1000.0,,,49,,,0.079926420595367,,,,1,,,,,,,,317.0,,,,,,
3781,201402,0,13.0,0.0,0.0,0.0,107.87,3004.0,,,2000.0,280.0,,715.0,35.98,1358.0,13.96,74.0,3000.0,96.0,45.0,12,1623.0,51.0,77.35,529.86,10.0,1277.0,495.0,12.0,-6.0,2000.0,41.0,0.133832912727673,6.0,,,0.0,-6.0,,54.0,11.0,0.0,-6.0,54.0,12.0,55.98,-6.0,249.95,-6.0,0.0,132.66,330.0,111.68,5000.0,3000.0,132.66,132.66,72,396.0,75.55,0.721630021341369,0.0,1254.0,132.66,0,10646.44,19.0,-74.0,-7.0,336.0,,0.0,185.0,0.0,0.0,397.98,71.4,52.11,0.0
3783,201403,0,16.0,0.0,0.0,0.0,36.2,452.0,,89.17,400.0,,25.99,,,,,,700.0,,0.0,6,,0.0,,181.0,0.0,,41.0,0.0,,400.0,,0.090634138151029,0.0,405.92,25.99,,,,,0.0,,,,0.0,,,,,,,,,400.0,,,,56,181.0,,0.242879678877368,,,,1,570.11,,,,,,,81.0,,,,,,
3784,201401,0,0.0,0.0,0.0,0.0,,3119.0,49.98,,1800.0,1121.0,75.15,1009.0,,670.0,,238.0,1800.0,51.0,21.0,12,1723.0,25.0,302.35,,12.0,304.0,,12.0,0.0,1800.0,41.0,0.133832912727673,4.0,,306.82,,,149.96,,8.0,,1.0,18.0,9.0,,4.0,0.0,,,,670.0,,9000.0,3600.0,,,37,,508.64,-0.231735369185606,0.0,1254.0,206.28,0,3421.58,23.0,-4.0,,1127.55,8.26,0.0,112.0,0.0,0.0,,409.48,0.0,0.0
3785,201406,1,21.0,0.0,0.0,0.0,29.29,447.0,,,1000.0,,,,,,60.94,,,,0.0,12,,0.0,,176.26,0.0,,131.0,0.0,,1000.0,,0.090634138151029,0.0,,,,,,,0.0,,,,0.0,,,,,,,,264.86,1000.0,,,,34,142.0,,-0.30845333657335,,,,1,560.07,,,,,,,272.0,,,,,,
3786,201401,0,0.0,0.0,0.0,0.0,88.87,3494.0,83.69,,2500.0,1118.0,,1274.0,91.17,602.0,,157.0,3000.0,97.0,47.0,12,3110.0,64.0,243.79,710.96,9.0,323.0,,12.0,0.0,2500.0,53.0,0.133832912727673,17.0,,,,0.0,585.83,469.0,11.0,,0.0,32.0,12.0,729.36,0.0,0.0,0.0,0.0,287.31,323.0,,5000.0,2400.0,220.27,287.31,71,477.0,935.26,0.721630021341369,0.0,1254.0,161.61,0,5737.86,27.0,-223.0,-1.0,1638.28,0.0,0.0,207.0,0.0,0.0,,954.59,515.77,0.0
3787,201405,0,11.0,0.0,0.0,0.0,48.05,423.0,22.27,,1000.0,,,,,435.0,29.99,,2400.0,,0.0,12,,0.0,,291.52,0.0,155.0,340.0,0.0,7.0,1000.0,0.0,0.090634138151029,0.0,,,8.85,7.0,155.93,,0.0,2.95,8.0,,0.0,,8.0,,7.0,3.68,156.71,150.0,119.96,3000.0,1000.0,147.56,175.01,31,276.0,,-0.411786729965823,5.9,,147.56,1,1228.86,,-754.0,5.0,,2.95,0.0,148.0,0.0,0.0,884.2,,,0.0
3788,201408,0,51.0,0.0,0.0,1.0,23.35,705.0,59.97,63.2,1500.0,,61.72,,133.39,240.0,35.32,,,,0.0,12,,0.0,,163.45,0.0,154.0,,0.0,1.0,1500.0,,0.133832912727673,0.0,337.45,306.33,0.0,1.0,89.97,414.0,0.0,0.0,1.0,,0.0,475.02,1.0,,1.0,1.72,81.8633333333333,113.0,105.98,2250.0,3600.0,79.68,86.23,49,112.0,188.31,0.079926420595367,,,,1,368.62,,-67.0,-1.0,,,0.0,-12.0,0.0,0.0,165.91,245.37,,0.0
3790,201407,0,0.0,0.0,0.0,0.0,,240.0,138.98,,1000.0,,,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.0571981886428283,0.0,,,,,327.78,,0.0,,,,0.0,,,,,,,,,1000.0,1000.0,,,51,,,0.156301087833759,,,,1,452.8,,,,,,,196.0,,,,,,
3791,201402,0,0.0,0.0,0.0,0.0,112.35,4125.0,129.18,71.97,800.0,1051.0,44.48,659.0,58.32,221.0,20.0,87.0,,166.0,75.0,5,4189.0,80.0,272.76,437.05,11.0,138.0,,11.0,-7.0,2836.62,42.0,0.133832912727673,5.0,239.95,154.96,,-7.0,541.86,173.0,9.0,0.0,-7.0,26.0,12.0,174.96,-7.0,0.0,-8.0,,217.51,221.0,20.0,2329.96,,217.51,,46,436.0,901.54,-0.016208722718011,,418.0,,0,10446.1,34.0,-64.0,-8.0,1059.73,,0.0,25.0,0.0,0.0,652.53,830.83,0.0,0.0
3792,201406,0,,,,,,1049.0,,,3000.0,415.0,,,,1061.0,,0.0,4000.0,,0.0,12,,0.0,83.16,,0.0,852.0,,0.0,2.0,3000.0,0.0,0.133832912727673,0.0,,,0.0,2.0,,,5.0,0.0,2.0,,6.0,,2.0,0.0,2.0,,311.56,473.0,,5400.0,6000.0,311.56,,53,,,0.219380082347677,,,311.56,0,,5.0,-12.0,2.0,415.82,0.0,0.0,1049.0,0.0,0.0,623.12,,0.0,0.0
3793,201408,0,0.0,0.0,0.0,0.0,,691.0,,,1000.0,,,,166.95,,,,1000.0,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.133832912727673,0.0,,,,,,332.0,0.0,,,,0.0,333.9,,,,,,,,,2000.0,,,21,,243.11,-0.690749137734589,,,,1,,,,,,,,574.0,,,,252.1,,
3795,201404,0,36.0,0.0,0.0,1.0,43.05,366.0,128.95,118.3,1500.0,,217.4,,,,56.65,,,,0.0,12,,0.0,,301.35,0.0,,319.0,0.0,,1500.0,,0.090634138151029,0.0,289.96,633.89,,,428.8,,0.0,,,,0.0,,,,,,,,169.95,1500.0,1500.0,,,46,199.0,,-0.016208722718011,,,,1,139.07,,,,,,,1.0,,,,,,
3796,201406,0,0.0,0.0,0.0,0.0,68.01,462.0,,,600.0,,,,,,71.29,,,,0.0,5,,0.0,,369.06,0.0,,,0.0,,600.0,,0.090634138151029,0.0,,,,,,,0.0,,,,0.0,,,,,,,,153.91,600.0,600.0,,,39,296.0,,-0.231735369185606,,,,1,,,,,,,,311.0,,,,,,
3797,201406,0,27.0,0.0,0.0,0.0,,3573.0,,,1000.0,101.0,,36.0,,784.0,,79.0,5500.0,42.0,29.0,8,1113.0,57.0,20.39,,7.0,623.0,825.0,9.0,5.0,1000.0,16.0,0.133832912727673,28.0,,,,1.0,,,3.0,0.0,7.0,2.0,5.0,,17.0,0.0,-1.0,,287.31,460.0,,3000.0,2000.0,287.31,,52,,25.5,0.156301087833759,,418.0,287.31,0,,5.0,-835.0,-1.0,101.95,,0.0,887.0,0.0,1.0,574.62,1.72,0.0,1.0
3798,201404,0,16.0,0.0,0.0,0.0,228.52,481.0,,36.8,632.43,,,,,,137.95,,,,0.0,12,,0.0,,459.07,0.0,,252.0,0.0,,632.43,,0.090634138151029,0.0,257.6,,,,,,0.0,,,,0.0,,,,,,,,241.93,632.43,632.43,,,22,456.0,,-0.690749137734589,,,,1,,,,,,,,-85.0,,,,,,
3799,201401,1,0.0,0.0,0.0,0.0,10.39,2579.0,7.99,,2000.0,,17.39,,,439.0,,,6000.0,6.0,7.0,12,122.0,13.0,,72.73,0.0,69.0,,0.0,66.0,2000.0,0.0,0.133832912727673,6.0,,52.18,24.6,66.0,7.99,,0.0,8.2,66.0,,0.0,,66.0,,66.0,24.6,409.94,439.0,,6000.0,,409.94,409.94,65,49.0,,0.534878115446101,8.2,,409.94,1,1404.44,,-5.0,66.0,,0.0,3.0,129.0,3.0,3.0,409.94,,,3.0
3800,201404,0,66.0,0.0,1.0,2.0,,232.0,174.92,,1000.0,,116.48,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.0571981886428283,0.0,,232.97,,,240.88,,0.0,,,,0.0,,,,,,,,,1000.0,1000.0,,,45,,,-0.0304781166421273,,,,1,228.37,,,,,,,100.0,,,,,,
3803,201402,0,0.0,0.0,0.0,0.0,75.68,4528.0,,,2900.69,395.0,172.95,,0.99,792.0,44.99,0.0,3000.0,36.0,28.0,12,1215.0,31.0,136.43,540.42,0.0,427.0,,0.0,-18.0,2900.69,0.0,0.133832912727673,3.0,,172.95,0.0,-18.0,,1.0,2.0,0.0,0.0,,3.0,0.99,1.0,0.0,-19.0,0.0,311.56,344.0,89.98,12668.22,5716.71,311.56,311.56,66,367.0,271.2,0.534878115446101,0.0,,311.56,1,680.0,11.0,-245.0,-21.0,505.11,0.0,0.0,146.0,0.0,0.0,934.68,0.99,107.23,0.0
3804,201404,0,21.0,0.0,0.0,0.0,64.66,861.0,44.46,126.78,2000.0,373.0,29.98,,129.36,721.0,87.96,0.0,3000.0,,0.0,12,,0.0,88.13,293.56,0.0,370.0,306.0,0.0,30.0,3500.0,0.0,0.133832912727673,0.0,494.9,54.98,0.0,0.0,311.22,473.0,4.0,0.0,30.0,,5.0,629.68,30.0,0.0,0.0,0.0,235.42,362.0,423.88,5326.18,2000.0,235.42,235.42,60,258.0,531.17,0.357323965312407,4.71,,221.35,1,1007.46,12.0,-113.0,-1.0,552.58,3.58,1.0,17.0,1.0,1.0,706.26,632.39,176.73,1.0
3805,201408,1,5.0,0.0,0.0,0.0,34.13,345.0,33.1,70.94,981.57,,,,,212.0,9.99,,500.0,,0.0,12,,0.0,,238.91,0.0,0.0,147.0,0.0,12.0,2944.71,,0.090634138151029,0.0,354.73,,0.0,12.0,331.0,,0.0,4.34,12.0,,0.0,,12.0,,12.0,2.17,108.35,212.0,49.99,1981.57,981.57,108.35,108.35,51,155.0,,0.156301087833759,,,,1,616.06,,-10.0,12.0,,,0.0,18.0,0.0,0.0,216.7,,,0.0
3806,201401,0,0.0,0.0,0.0,0.0,,2585.0,18.81,21.99,2128.39,,39.98,,,,23.45,32.0,,13.0,6.0,12,262.0,12.0,,,5.0,,,9.0,,2128.39,8.0,0.133832912727673,6.0,109.97,39.98,,,131.67,,0.0,,,,0.0,,,0.0,,,,,187.6,4256.78,,,,40,,,-0.133343746407103,,418.0,,1,4267.18,,,,,,,56.0,,,,,,
3808,201406,0,0.0,0.0,0.0,0.0,,201.0,48.51,,1500.0,,,,,,,,2500.0,,0.0,12,,0.0,,,0.0,,,0.0,,3000.0,,0.0571981886428283,0.0,,,,,303.63,,0.0,,,,0.0,,,,,,,,,1500.0,1500.0,,,57,,,0.319424920164188,,,,1,256.41,,,,,,,96.0,,,,,,
3809,201406,0,0.0,0.0,0.0,0.0,58.47,975.0,,,1000.0,847.0,,,120.97,,,,1000.0,,0.0,12,,0.0,266.81,218.91,0.0,,,0.0,,1000.0,,0.133832912727673,0.0,,,,,,410.0,7.0,,,,9.0,411.96,,,,,,,,1000.0,1000.0,,,38,218.0,303.3,-0.231735369185606,,,,0,,11.0,,,849.89,,,398.0,,,,331.1,0.0,
3813,201401,0,0.0,0.0,0.0,0.0,25.28,2480.0,,,600.0,,,58.0,,,,16.0,,27.0,22.0,12,615.0,25.0,,176.96,6.0,,,8.0,,600.0,32.0,0.133832912727673,3.0,,,,,,,8.0,,,16.0,12.0,,,0.0,,,,,,600.0,1000.0,,,63,116.0,5.9,0.412255795406189,,418.0,,0,,,,,,,,316.0,,,,43.0,,
3814,201404,1,21.0,0.0,0.0,0.0,,167.0,60.12,,1000.0,,,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.0571981886428283,0.0,,,,,420.84,,0.0,,,,0.0,,,,,,,,,1000.0,1000.0,,,37,,,-0.231735369185606,,,,1,296.7,,,,,,,167.0,,,,,,
3815,201403,1,21.0,0.0,0.0,0.0,33.39,549.0,21.98,13.99,1140.0,,8.12,,27.0,443.0,40.51,,400.0,,0.0,12,,0.0,,127.19,0.0,337.0,195.0,0.0,16.0,1140.0,0.0,0.090634138151029,0.0,13.99,64.96,,,73.97,27.0,0.0,,16.0,,0.0,27.0,16.0,,,,,443.0,240.14,1389.54,1189.54,,,56,88.0,,0.242879678877368,2.18,,108.97,1,1679.38,,,,,4.36,0.0,30.0,0.0,0.0,,,,0.0
3819,201407,0,16.0,0.0,0.0,0.0,,2164.0,,34.99,1500.0,69.0,,,44.98,,,,,25.0,7.0,12,660.0,13.0,34.99,,0.0,,41.0,0.0,,1500.0,,0.133832912727673,6.0,69.99,,,,,88.0,2.0,,,,3.0,89.98,,,,,,,,1500.0,3000.0,,,54,,130.78,0.219380082347677,,418.0,,1,1291.12,2.0,,,69.99,,,76.0,,,,190.59,0.0,
3820,201408,1,40.0,0.0,0.0,3.0,64.38,3534.0,9.99,,2000.0,,93.56,,107.37,,25.99,,,12.0,1.0,12,273.0,11.0,,321.94,0.0,,197.0,0.0,,4000.0,,0.133832912727673,10.0,,467.9,,,49.98,535.0,0.0,,,,0.0,536.87,,,,,,,129.98,2000.0,2000.0,,,40,320.0,77.1,-0.133343746407103,,,,1,286.51,,,,,,,114.0,,,,199.42,,
3822,201409,1,72.0,0.0,1.0,1.0,39.59,435.0,,,900.0,,63.31,,,,14.99,,900.0,,0.0,12,,0.0,,118.78,0.0,,237.0,0.0,,900.0,,0.090634138151029,0.0,,189.96,,,,,0.0,,,,0.0,,,,,,,,29.99,,900.0,,,21,118.0,,-0.690749137734589,,,,1,717.84,,,,,,,127.0,,,,,,
3823,201401,1,10.0,0.0,0.0,0.0,127.76,916.0,45.38,,1310.19,312.0,,,56.62,,58.85,,1310.19,,0.0,12,,0.0,65.78,488.83,0.0,,194.0,0.0,,1310.19,,0.133832912727673,0.0,,,,,453.8,260.0,6.0,,,,7.0,396.34,,,,,,,411.95,2620.38,,,,35,453.0,130.75,-0.30845333657335,,,,0,751.44,12.0,,,412.08,,,235.0,,,,59.44,98.61,
3824,201406,1,0.0,0.0,0.0,0.0,173.08,828.0,,45.12,2000.0,505.0,73.59,,33.09,454.0,37.98,,3882.1,,0.0,12,,0.0,105.7,1155.1,0.0,139.0,,0.0,23.0,2000.0,0.0,0.133832912727673,0.0,360.96,448.93,0.0,2.0,,155.0,4.0,0.0,23.0,,7.0,231.63,23.0,,2.0,,366.22,454.0,265.86,3941.05,2000.0,366.22,366.22,35,872.0,560.09,-0.30845333657335,7.32,,366.22,0,1792.81,19.0,-124.0,2.0,629.1,,1.0,-54.0,1.0,1.0,732.44,441.77,122.42,1.0
3825,201404,0,0.0,0.0,0.0,0.0,17.12,4703.0,,,3000.0,662.0,86.5,300.0,,1658.0,16.93,219.0,9000.0,243.0,93.0,12,5466.0,104.0,140.67,119.84,12.0,1428.0,,12.0,2.0,3000.0,71.0,0.133832912727673,11.0,,493.01,,2.0,,,7.0,,2.0,24.0,8.0,,2.0,0.0,2.0,,427.47,385.0,118.51,12000.0,5000.0,427.47,427.47,67,79.0,389.14,0.648196909605187,,2090.0,427.47,0,5025.45,47.0,-58.0,-1.0,961.57,0.0,0.0,27.0,0.0,0.0,,283.87,292.82,0.0
