id,safra,y,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_13,VAR_14,VAR_15,VAR_17,VAR_19,VAR_20,VAR_23,VAR_24,VAR_25,VAR_27,VAR_29,VAR_30,VAR_31,VAR_33,VAR_34,VAR_35,VAR_37,VAR_38,VAR_39,VAR_40,VAR_42,VAR_46,VAR_51,VAR_52,VAR_53,VAR_54,VAR_57,VAR_59,VAR_65,VAR_66,VAR_67,VAR_71,VAR_72,VAR_74,VAR_76,VAR_77
6923,201408,0,0.0,0.0,0.0,0.0,,250.0,138.58,1.98,340.0,,81.34,,,,300.0,0.0,8,,,0.0,,,2020.0,,0.0,1.98,406.77,,557.38,,0.0,,,,,340.0,340.0,54,,1215.96,,,,25.0,,,
6924,201403,1,176.0,3.0,1.0,1.0,57.2,502.0,20.48,54.98,1200.0,,25.24,,258.0,,,0.0,12,,257.5,0.0,,18.0,1200.0,0.0,0.0,109.97,201.95,18.0,40.96,,0.0,18.0,18.0,258.0,,1500.0,1500.0,28,,865.22,,,0.0,30.0,0.0,,
6925,201405,0,0.0,0.0,0.0,0.0,,971.0,,,1200.0,190.0,,129.73,,,,0.0,12,52.76,,0.0,,,1200.0,,0.0,,,,,673.0,7.0,,,,,1200.0,1200.0,71,206.29,,7.0,,,555.0,,289.0,0.0
6926,201406,0,0.0,0.0,0.0,0.0,,2776.0,,,3000.0,746.0,,,812.0,,21088.99,1.0,12,143.56,,0.0,,2.0,5809.03,0.0,0.0,,,2.0,,,1.0,6.0,6.0,273.0,,20403.82,13496.65,60,902.46,,16.0,-6582.0,0.0,676.0,0.0,0.0,400.72
6927,201401,0,0.0,0.0,0.0,0.0,,1797.0,34.32,160.42,2160.0,79.0,,,266.0,19.99,,3.0,12,15.99,,3.0,,-6.0,2160.0,0.0,9.0,1002.63,,-6.0,160.98,,9.0,-6.0,-6.0,266.0,99.95,4670.0,,36,,618.05,5.0,-51.0,0.0,-56.0,0.0,,0.0
6928,201402,1,16.0,0.0,0.0,0.0,,289.0,,,2627.66,,19.99,,241.0,30.59,2377.97,0.0,12,,,0.0,112.0,2.0,2627.66,0.0,0.0,,79.98,2.0,,,0.0,2.0,2.0,128.0,152.96,11011.26,1000.0,50,,1000.06,,-241.0,0.0,135.0,0.0,,
6929,201408,0,43.0,0.0,0.0,1.0,,1898.0,42.27,24.67,1000.0,152.0,,,,,,14.0,12,29.41,,10.0,503.0,,1000.0,,1.0,172.69,,,338.16,,8.0,,,,,1000.0,1000.0,46,180.63,122.91,8.0,,,-49.0,,194.28,82.32
6932,201409,0,0.0,0.0,0.0,0.0,26.06,399.0,25.41,17.32,500.0,,12.99,,,20.82,500.0,0.0,12,,26.06,0.0,,,1500.0,,0.0,51.98,64.99,,107.95,,0.0,,,,145.77,,500.0,54,,1209.3,,,,38.0,,,
6934,201403,1,11.0,0.0,0.0,0.0,53.31,481.0,,83.05,2627.0,,15.99,,,,,0.0,12,,119.97,0.0,,,2627.0,,0.0,222.92,15.99,,,,0.0,,,,,2627.0,2627.0,55,,2691.05,,,,4.0,,,
6935,201402,1,180.0,6.0,1.0,1.0,69.96,578.0,,51.22,900.0,,71.31,161.26,,112.97,,0.0,6,,195.91,0.0,,,900.0,,0.0,204.9,161.95,,,450.0,0.0,,,,225.95,1800.0,,62,0.0,1820.98,,,,81.0,,169.76,
6936,201405,0,21.0,0.0,0.0,0.0,,263.0,40.63,18.29,400.0,,75.92,,,41.3,,0.0,12,,,0.0,106.0,,400.0,,0.0,128.03,531.44,,227.97,,0.0,,,,323.12,400.0,800.0,55,,453.42,,,,-9.0,,,
6937,201407,1,148.0,2.0,1.0,1.0,,228.0,281.14,131.71,2000.0,,71.46,,,,,0.0,12,,,0.0,,,2000.0,,0.0,406.9,461.83,,731.77,,0.0,,,,,2000.0,2000.0,45,,846.08,,,,21.0,,,
6940,201404,0,89.0,0.0,2.0,5.0,18.46,321.0,,30.0,400.0,,63.77,,,40.58,,0.0,12,,129.22,0.0,170.0,,400.0,,0.0,60.0,467.39,,,,0.0,,,,284.06,400.0,,33,,2.1,,,,30.0,,,
6941,201408,0,61.0,0.0,4.0,1.0,115.48,1342.0,,,400.0,413.0,,19.24,,31.24,800.0,0.0,6,79.09,483.08,6.0,157.0,,400.0,16.0,0.0,,,,,93.0,10.0,,,,152.24,400.0,400.0,53,414.64,1278.65,21.0,,,299.0,,859.65,168.91
6942,201408,0,0.0,0.0,0.0,0.0,39.41,397.0,59.3,,300.0,,23.91,,,75.48,1300.0,0.0,4,,249.47,0.0,,,600.0,,0.0,,167.37,,415.1,,0.0,,,,221.95,300.0,1600.0,38,,250.16,,,,41.0,,,
6943,201403,0,72.0,0.0,1.0,1.0,155.52,1549.0,,,900.0,233.0,,112.12,1033.0,68.98,700.0,1.0,12,53.45,449.55,9.0,,10.0,900.0,33.0,2.0,,,10.0,,517.0,4.0,27.0,27.0,555.0,215.93,3508.81,3000.0,60,360.76,,10.0,-40.0,1.0,319.0,2.0,660.22,0.0
6946,201409,1,34.0,0.0,0.0,2.0,92.72,505.0,,60.56,1997.1,,40.78,14.64,,,1997.1,0.0,12,,516.02,0.0,329.0,,1997.1,,0.0,242.86,203.93,,,66.0,0.0,,,,,,1997.1,39,0.0,627.31,,,,23.0,,8.99,
6947,201403,1,0.0,0.0,0.0,0.0,,235.0,62.94,,800.0,,,,,72.58,,0.0,12,,,0.0,,,800.0,,0.0,,,,629.4,,0.0,,,,508.06,800.0,800.0,59,,504.72,,,,221.0,,,
6948,201401,1,21.0,0.0,0.0,0.0,37.84,1857.0,50.58,40.28,1000.0,238.0,,12.74,1042.0,45.97,3000.0,11.0,12,49.52,378.4,10.0,,-2.0,1000.0,71.0,2.0,281.96,,-3.0,387.89,50.0,7.0,29.0,45.0,401.0,229.88,5579.97,2000.0,41,348.0,633.41,14.0,-86.0,0.0,-43.0,6.0,1447.22,106.73
6953,201406,0,9.0,0.0,0.0,0.0,,168.0,78.14,,1140.0,,76.53,,,,2000.0,0.0,12,,,0.0,,,2280.0,,0.0,,667.36,,546.98,,0.0,,,,,1140.0,1140.0,63,,1177.44,,,,98.0,,,
6955,201402,1,51.0,0.0,0.0,1.0,311.05,2609.0,122.62,138.61,2000.0,,,,341.0,71.91,,5.0,12,,1113.67,0.0,,6.0,2705.68,0.0,5.0,663.64,,6.0,367.86,,0.0,6.0,6.0,253.0,71.91,5905.68,1905.68,53,,4341.59,,-31.0,0.0,-15.0,0.0,,
6956,201408,0,0.0,0.0,0.0,0.0,,166.0,27.84,,1000.0,,,,114.0,,2500.0,0.0,12,,,0.0,,-9.0,2586.0,,0.0,,,-9.0,194.92,,0.0,-9.0,-9.0,114.0,,1000.0,3500.0,49,,1400.0,,-118.0,0.0,166.0,0.0,,
6958,201402,0,21.0,0.0,0.0,0.0,62.65,1338.0,,,200.0,221.0,52.64,36.65,,,,0.0,5,45.16,438.55,7.0,675.0,,200.0,15.0,0.0,,157.93,,,109.0,9.0,,,,,400.0,,63,409.59,1104.25,12.0,,,115.0,,447.06,44.29
6959,201405,0,0.0,0.0,0.0,0.0,138.31,411.0,,,400.0,,,,,74.98,,0.0,12,,280.35,0.0,,,400.0,,0.0,,,,,,0.0,,,,224.94,400.0,400.0,19,,,,,,292.0,,,
6960,201402,0,15.0,0.0,0.0,0.0,216.83,2536.0,,,1500.0,822.0,84.98,357.69,,213.28,3000.0,24.0,12,267.11,1517.81,11.0,677.0,,3976.23,38.0,12.0,,169.97,,,1468.0,11.0,,,,1492.96,3000.0,,62,1000.0,3645.98,13.0,,,145.0,,1666.3,264.88
6961,201407,1,143.0,2.0,1.0,1.0,,198.0,204.93,60.74,2000.0,,78.13,,,,,0.0,12,,,0.0,,,2000.0,,0.0,335.26,295.91,,307.92,,0.0,,,,,2000.0,2000.0,56,,1088.33,,,,6.0,,,
6962,201407,0,0.0,0.0,0.0,0.0,,217.0,47.86,100.62,1000.0,,21.98,,,,,0.0,10,,,0.0,,,2000.0,,0.0,516.44,65.95,,239.33,,0.0,,,,,1000.0,1000.0,67,,3829.69,,,,-35.0,,,
6965,201401,1,125.0,3.0,3.0,2.0,,237.0,25.48,113.54,300.0,,,,,33.83,300.0,0.0,12,,,0.0,,,300.0,,0.0,475.28,,,50.97,,0.0,,,,236.81,600.0,,20,,1304.1,,,,-38.0,,,
6966,201408,0,0.0,0.0,0.0,0.0,223.58,478.0,,24.04,2000.0,,101.96,,,82.94,,0.0,6,,633.26,0.0,,,4000.0,,0.0,72.14,281.92,,,,0.0,,,,198.91,2000.0,2000.0,39,,5930.23,,,,76.0,,,
6967,201405,1,20.0,0.0,0.0,0.0,50.96,2609.0,,,500.0,631.0,,43.98,,133.7,,12.0,5,138.0,203.86,4.0,754.0,,500.0,11.0,29.0,,,,,219.0,9.0,,,,474.84,500.0,500.0,43,520.2,,8.0,,,300.0,,259.12,0.0
6968,201409,0,21.0,0.0,0.0,0.0,131.97,869.0,,99.16,300.0,214.0,89.97,78.55,,173.96,300.0,0.0,3,45.66,339.93,0.0,,,300.0,,0.0,240.87,219.93,,,156.0,5.0,,,,302.93,,300.0,33,239.15,1325.44,14.0,,,11.0,,271.99,103.69
6969,201404,0,0.0,0.0,0.0,0.0,,213.0,,,1382.94,,,,305.0,23.87,1296.83,0.0,12,,,0.0,,2.0,3412.45,0.0,0.0,,,2.0,,,0.0,2.0,2.0,305.0,167.09,2202.94,2202.94,48,,,,-58.0,0.0,213.0,0.0,,
6970,201408,0,140.0,7.0,1.0,1.0,,566.0,,,1500.0,,106.99,111.7,,,,0.0,12,,,0.0,172.0,,3000.0,,0.0,,748.93,,,546.0,0.0,,,,,1500.0,1500.0,50,,354.18,,,,59.0,,,
6971,201404,0,59.0,0.0,0.0,2.0,81.97,2353.0,,,2000.0,426.0,,156.7,973.0,114.57,1966.74,17.0,12,85.96,409.91,11.0,,,2434.06,52.0,5.0,,,,,775.0,7.0,,0.0,973.0,492.93,13633.88,2000.0,57,424.83,6819.15,20.0,-4.0,0.0,316.0,0.0,523.11,0.0
6974,201408,1,4.0,0.0,0.0,0.0,,784.0,,,1000.0,249.0,,,554.0,,500.0,0.0,12,53.27,,0.0,708.0,14.0,1500.0,0.0,0.0,,,14.0,,,1.0,14.0,14.0,302.0,,2000.0,1360.0,37,362.18,,7.0,-50.0,0.0,784.0,0.0,350.32,122.99
6975,201401,0,19.0,0.0,0.0,0.0,56.53,752.0,74.99,,600.0,98.0,,23.32,692.0,,,0.0,12,49.48,339.73,0.0,714.0,26.0,600.0,0.0,0.0,,,26.0,374.96,69.0,0.0,26.0,34.0,356.0,,2200.0,1700.0,38,188.36,2005.01,2.0,-342.0,3.0,206.0,4.0,241.74,0.0
6976,201407,0,41.0,0.0,0.0,2.0,62.42,3621.0,,33.98,1000.0,236.0,11.72,79.09,903.0,21.42,13700.0,39.0,6,128.63,247.43,8.0,812.0,16.0,6600.0,58.0,27.0,33.98,82.04,16.0,,482.0,8.0,16.0,17.0,90.0,149.94,12100.0,9300.0,55,236.5,2169.02,9.0,-920.0,0.0,53.0,0.0,252.52,0.0
6977,201401,0,4.0,0.0,0.0,0.0,93.86,1584.0,66.98,,1000.0,362.0,,42.65,445.0,60.8,700.0,2.0,12,85.86,265.49,11.0,582.0,-7.0,1000.0,29.0,1.0,,,-7.0,524.64,178.0,11.0,-7.0,-7.0,445.0,214.9,2000.0,,61,237.92,984.06,35.0,-140.0,0.0,109.0,0.0,276.62,145.47
6978,201409,0,16.0,0.0,0.0,0.0,44.52,414.0,42.16,,782.0,,,,458.0,,2282.0,0.0,12,,311.64,0.0,234.0,0.0,1564.0,0.0,0.0,,,-1.0,295.12,,0.0,2.0,2.0,458.0,,500.0,782.0,37,,389.33,,-10.0,0.0,171.0,0.0,,
6979,201402,0,21.0,0.0,0.0,0.0,61.22,1569.0,,26.55,1000.0,359.0,34.99,158.1,,8.27,1000.0,2.0,12,95.15,278.66,8.0,197.0,,1000.0,8.0,1.0,185.85,69.98,,,258.0,7.0,,,,57.89,2000.0,1000.0,72,222.31,1240.89,12.0,,,-13.0,,292.45,0.0
6981,201403,0,25.0,0.0,0.0,0.0,46.93,2991.0,20.33,15.62,1700.0,105.0,38.19,34.26,378.0,15.8,2000.0,22.0,12,20.33,339.2,0.0,201.0,3.0,1700.0,0.0,10.0,109.34,305.52,3.0,162.64,170.0,0.0,3.0,3.0,378.0,110.6,4400.0,3700.0,68,73.36,6213.42,8.0,-17.0,0.0,-4.0,0.0,105.82,56.67
6983,201401,1,0.0,0.0,0.0,0.0,,335.0,265.29,61.37,2000.0,,61.97,,,167.94,2000.0,0.0,12,,,0.0,,,2000.0,,0.0,239.72,61.97,,513.84,,0.0,,,,351.9,4000.0,,61,,760.28,,,,26.0,,,
6984,201406,1,52.0,0.0,0.0,1.0,152.03,555.0,37.38,56.91,600.0,,13.99,249.88,,55.97,,0.0,10,,388.77,0.0,,,600.0,,0.0,248.88,69.99,,152.15,246.0,0.0,,,,175.94,600.0,600.0,48,,418.01,,,,6.0,,,
6985,201402,1,0.0,0.0,0.0,0.0,,732.0,,,800.0,81.0,,,460.0,,2000.0,0.0,12,20.48,,0.0,,12.0,800.0,0.0,0.0,,,12.0,,,0.0,12.0,12.0,460.0,,2600.0,,51,105.05,,4.0,-20.0,0.0,732.0,0.0,105.05,0.0
6986,201409,0,11.0,0.0,0.0,0.0,120.35,4531.0,58.05,124.04,1430.0,1207.0,20.54,99.2,1224.0,53.34,6821.33,94.0,12,248.85,879.85,11.0,691.0,22.0,5151.33,46.0,8.0,640.26,102.72,22.0,362.4,394.0,12.0,22.0,22.0,356.0,373.38,12201.88,1430.0,39,1665.02,4722.23,63.0,,5.0,21.0,5.0,1575.67,462.96
6987,201404,0,0.0,0.0,0.0,0.0,183.23,549.0,141.18,59.97,1000.0,,170.29,27.18,374.0,58.45,1554.36,0.0,12,,817.63,0.0,,2.0,1219.9,0.0,0.0,220.92,702.77,2.0,410.96,81.0,0.0,2.0,2.0,374.0,230.88,1997.08,2554.36,19,,833.34,,-28.0,0.0,43.0,0.0,,
6988,201404,1,169.0,3.0,1.0,1.0,,242.0,75.97,34.18,725.8,,24.99,,,,,0.0,12,,,0.0,,,725.8,,0.0,68.37,49.99,,151.95,,0.0,,,,,725.8,725.8,31,,496.1,,,,10.0,,,
6989,201405,0,0.0,0.0,0.0,0.0,53.13,837.0,,53.01,1775.0,279.0,76.38,62.51,403.0,39.99,4225.3,0.0,12,55.98,310.53,0.0,,20.0,3633.61,0.0,0.0,371.07,381.9,17.0,,300.0,2.0,20.0,20.0,403.0,39.99,3137.65,3137.65,58,320.9,1227.84,5.0,-236.0,1.0,-67.0,1.0,356.78,0.0
6990,201406,1,98.0,3.0,4.0,4.0,92.48,983.0,47.48,17.99,450.0,356.0,96.1,,859.0,66.65,500.0,0.0,12,179.64,286.94,0.0,565.0,29.0,450.0,0.0,0.0,89.99,426.45,,139.96,,4.0,29.0,31.0,709.0,169.97,1650.0,2650.0,42,360.18,0.77,16.0,-12.0,2.0,40.0,7.0,1482.15,0.0
6991,201405,0,,,,,,1612.0,,,900.0,,,,486.0,,3170.72,4.0,12,,,3.0,,10.0,900.0,4.0,1.0,,,1.0,,,0.0,10.0,10.0,486.0,,900.0,900.0,54,,,,-343.0,0.0,1395.0,0.0,,
6992,201409,1,,,,,,1154.0,,,3000.0,,,,1130.0,,7000.0,0.0,12,,,1.0,,30.0,3000.0,0.0,0.0,,,30.0,,,1.0,30.0,30.0,513.0,,2000.0,3000.0,60,,,,-392.0,2.0,1154.0,2.0,,
6993,201405,1,46.0,0.0,0.0,1.0,,4213.0,36.73,28.39,1500.0,69.0,134.81,49.31,607.0,39.99,,17.0,12,13.54,,0.0,,6.0,1500.0,0.0,8.0,141.95,703.86,,293.84,116.0,0.0,15.0,15.0,607.0,39.99,2100.0,2700.0,58,164.21,715.43,8.0,-10.0,0.0,46.0,0.0,357.44,38.35
6994,201408,0,0.0,0.0,0.0,0.0,33.1,374.0,29.99,48.65,200.0,,11.99,,126.0,45.72,,0.0,4,,165.54,0.0,,2.0,200.0,,0.0,340.55,59.99,2.0,59.99,,0.0,2.0,2.0,126.0,320.04,350.0,350.0,48,,352.81,,-3.0,0.0,-49.0,0.0,,
6995,201408,0,0.0,0.0,0.0,0.0,121.09,999.0,19.09,52.78,1000.0,449.0,46.38,52.31,269.0,17.08,1621.35,0.0,12,91.38,653.21,0.0,,-1.0,2300.0,,0.0,633.36,231.94,-1.0,95.48,298.0,6.0,-1.0,-1.0,269.0,119.56,1790.96,1321.35,60,422.08,364.49,30.0,-44.0,0.0,30.0,0.0,399.13,90.06
6996,201404,1,0.0,0.0,0.0,0.0,69.63,667.0,,,2350.0,,,98.43,446.0,23.59,1785.71,0.0,12,,297.74,0.0,,1.0,2350.0,0.0,0.0,,,1.0,,361.0,0.0,2.0,2.0,394.0,117.95,3045.21,1090.5,32,94.33,,,-2906.0,0.0,327.0,0.0,155.54,
6997,201402,0,0.0,0.0,0.0,0.0,,680.0,,,600.0,175.0,,,626.0,,300.0,0.0,12,32.14,,0.0,,14.0,600.0,0.0,0.0,,,1.0,,,0.0,19.0,19.0,210.0,,1500.0,600.0,58,163.85,,8.0,-70.0,0.0,680.0,0.0,0.0,81.18
6999,201405,0,0.0,0.0,0.0,0.0,,98.0,,,328.0,,112.71,,,,2000.0,0.0,3,,,0.0,,,328.0,,0.0,,788.97,,,,0.0,,,,,328.0,328.0,58,,0.0,,,,98.0,,,
7000,201402,0,0.0,0.0,0.0,0.0,190.48,4711.0,74.95,207.85,1400.0,1120.0,168.93,327.51,759.0,147.94,1500.0,94.0,12,358.52,388.72,12.0,,0.0,2600.0,72.0,12.0,745.47,361.88,0.0,74.95,562.0,12.0,0.0,0.0,354.0,353.9,4480.0,3060.0,53,1077.0,3253.51,39.0,-113.0,0.0,-15.0,0.0,3290.51,86.92
7002,201407,0,4.0,0.0,0.0,0.0,162.09,3507.0,,,2607.28,,,,381.0,,400.0,46.0,12,,723.84,0.0,419.0,0.0,5807.28,0.0,6.0,,,-1.0,,,0.0,0.0,0.0,381.0,,2807.28,2807.28,45,,,,-9.0,0.0,381.0,0.0,,
7003,201404,0,0.0,0.0,0.0,0.0,,300.0,,42.57,700.0,,61.9,,,10.79,800.0,0.0,12,,,0.0,,,700.0,,0.0,144.93,309.52,,,,0.0,,,,21.59,700.0,700.0,57,,1649.39,,,,75.0,,,
7004,201408,0,21.0,0.0,0.0,0.0,83.24,413.0,,,1500.0,,55.66,,,,,0.0,12,,402.74,0.0,348.0,,3000.0,,0.0,,389.62,,,,0.0,,,,,1500.0,1500.0,58,,0.0,,,,18.0,,,
7006,201409,0,4.0,0.0,0.0,0.0,,3601.0,,,500.0,,8.99,,,5.71,500.0,10.0,3,,,0.0,330.0,,1000.0,,3.0,,26.99,,,,0.0,,,,39.98,,500.0,69,,1273.03,,,,102.0,,,
7007,201402,1,151.0,2.0,1.0,1.0,15.29,472.0,116.65,78.64,500.0,,109.59,,,28.79,,0.0,4,,76.49,0.0,,,500.0,,0.0,205.96,366.73,,299.99,,0.0,,,,143.98,500.0,500.0,40,,1005.43,,,,18.0,,,
7008,201403,0,0.0,0.0,0.0,0.0,224.59,577.0,114.41,37.14,1800.0,,171.9,121.91,,66.63,1000.0,0.0,12,,924.92,0.0,,,1800.0,,0.0,194.1,1135.82,,550.55,531.0,0.0,,,,335.25,1800.0,1800.0,39,0.0,334.11,,,,-51.0,,130.52,
7009,201409,0,0.0,0.0,0.0,0.0,,184.0,55.98,72.95,490.4,,,,,,490.4,0.0,12,,,0.0,,,1471.2,,0.0,230.22,,,167.95,,0.0,,,,,,490.4,64,,1186.51,,,,-30.0,,,
7011,201404,0,6.0,0.0,0.0,0.0,63.31,971.0,81.97,,1300.0,1229.0,,100.96,213.0,32.84,700.0,0.0,10,357.69,189.93,0.0,814.0,8.0,2000.0,,0.0,,,8.0,327.9,402.0,7.0,8.0,8.0,213.0,131.38,2700.0,1300.0,59,840.7,,18.0,-7.0,0.0,236.0,0.0,951.86,0.0
7013,201403,1,82.0,0.0,1.0,1.0,,270.0,126.94,222.82,2000.0,,140.27,,119.0,,600.0,0.0,12,,,0.0,,1.0,2600.0,,0.0,1061.74,556.52,1.0,505.84,,0.0,1.0,1.0,119.0,,3200.0,2000.0,44,,62.59,,-3.0,0.0,43.0,0.0,,
7014,201405,0,33.0,0.0,0.0,5.0,53.91,3192.0,,19.91,600.0,538.0,27.46,48.31,516.0,,4050.0,4.0,12,114.06,420.0,0.0,194.0,26.0,600.0,0.0,4.0,139.37,192.22,25.0,,74.0,0.0,26.0,26.0,397.0,,2000.0,2800.0,53,383.94,488.41,36.0,,6.0,-63.0,8.0,711.98,297.38
7015,201403,0,105.0,4.0,1.0,2.0,85.96,4588.0,,,150.0,,38.99,,,,,8.0,3,,171.94,0.0,232.0,,150.0,,13.0,,63.99,,,,0.0,,,,,150.0,150.0,37,,892.11,,,,138.0,,,
7016,201406,1,0.0,0.0,0.0,0.0,,249.0,17.07,30.78,2082.58,,30.28,,,,,0.0,12,,,0.0,,,2082.58,,0.0,153.91,181.64,,35.59,,0.0,,,,,2082.58,2082.58,42,,1083.43,,,,33.0,,,
7018,201409,0,16.0,0.0,0.0,0.0,194.9,3423.0,65.67,34.98,1000.0,1461.0,99.03,74.79,797.0,179.87,2500.0,42.0,12,331.12,594.78,11.0,757.0,73.0,2000.0,80.0,15.0,74.97,445.87,73.0,313.56,262.0,10.0,73.0,73.0,406.0,824.77,1200.0,1300.0,48,524.68,2276.22,47.0,,5.0,45.0,9.0,392.84,32.43
7020,201401,1,174.0,3.0,1.0,1.0,,330.0,20.99,,1187.0,,,,202.0,60.48,3187.0,0.0,10,,,0.0,,11.0,5845.14,0.0,0.0,,,11.0,62.98,,0.0,11.0,11.0,77.0,100.97,7203.07,829.07,39,,,,-473.0,0.0,218.0,0.0,,
7021,201401,1,72.0,0.0,4.0,1.0,,164.0,71.99,71.69,864.02,,12.81,,,,864.02,0.0,12,,,0.0,,,864.02,,0.0,490.01,89.67,,529.37,,0.0,,,,,1728.04,,71,,630.72,,,,-47.0,,,
7022,201405,0,0.0,0.0,0.0,0.0,242.87,4866.0,59.72,206.76,523.25,1479.0,276.18,204.27,,108.0,,53.0,3,735.52,640.8,2.0,,,523.25,,6.0,462.85,781.56,,278.82,475.0,11.0,,,,399.67,523.25,523.25,42,616.49,561.89,35.0,,,27.0,,610.99,0.0
7023,201408,0,6.0,0.0,0.0,0.0,204.71,1763.0,183.93,145.22,1700.0,1330.0,238.23,239.32,735.0,89.97,2800.0,10.0,10,422.29,590.23,12.0,193.0,0.0,3400.0,34.0,1.0,541.91,696.99,0.0,308.91,628.0,11.0,1.0,1.0,174.0,89.97,6400.0,3100.0,48,497.95,2331.8,23.0,-122.0,0.0,3.0,0.0,551.36,116.92
7025,201402,1,173.0,3.0,1.0,1.0,,292.0,,,402.68,,,,,47.41,,0.0,12,,,0.0,,,402.68,,0.0,,,,,,0.0,,,,331.87,805.36,,38,,657.58,,,,262.0,,,
7026,201406,0,22.0,0.0,0.0,0.0,110.11,668.0,73.27,66.76,300.0,,28.42,44.58,,25.23,400.0,0.0,3,,592.6,0.0,,,800.0,,0.0,333.93,108.39,,437.78,86.0,1.0,,,,171.89,300.0,300.0,45,18.95,920.44,,,,2.0,,48.5,
7028,201409,1,11.0,0.0,0.0,0.0,,197.0,,42.3,700.0,,62.99,,,38.02,700.0,0.0,12,,,0.0,22.0,,700.0,,0.0,296.1,125.99,,,,0.0,,,,266.14,,700.0,35,,181.31,,,,-77.0,,,
7029,201404,1,14.0,0.0,0.0,0.0,187.95,4845.0,80.71,75.86,2000.0,415.0,,151.08,638.0,103.45,5400.0,20.0,12,82.4,375.92,0.0,754.0,21.0,5500.0,0.0,29.0,212.44,,21.0,491.25,388.0,5.0,21.0,21.0,232.0,206.91,7400.0,5600.0,57,478.12,60.8,18.0,-24.0,1.0,29.0,1.0,990.1,127.42
7030,201407,0,0.0,0.0,0.0,0.0,59.99,3579.0,70.97,67.98,500.0,444.0,29.99,51.65,1985.0,,600.0,51.0,6,188.62,179.97,12.0,,-6.0,4000.0,22.0,11.0,135.97,59.98,-6.0,221.94,103.0,11.0,5.0,8.0,125.0,,2500.0,1300.0,67,147.02,6434.04,17.0,-32.0,0.0,36.0,0.0,118.47,0.0
7031,201406,0,95.0,1.0,2.0,8.0,,978.0,78.27,,1200.0,96.0,0.99,71.26,456.0,95.43,2000.0,0.0,12,21.29,,0.0,811.0,15.0,1200.0,0.0,0.0,,0.99,15.0,547.89,325.0,5.0,15.0,15.0,456.0,218.12,2200.0,1200.0,38,0.0,143.22,7.0,-6.0,0.0,96.0,0.0,54.69,53.03
7032,201408,0,1.0,0.0,0.0,0.0,8.27,3529.0,70.36,22.37,2858.38,244.0,42.97,31.01,357.0,,6615.13,5.0,12,50.09,41.38,0.0,182.0,1.0,6716.76,,1.0,156.59,247.09,1.0,492.6,176.0,7.0,1.0,1.0,357.0,,2000.0,2858.38,54,181.7,259.64,14.0,-2.0,0.0,-17.0,0.0,210.51,105.2
7033,201409,0,11.0,0.0,0.0,0.0,,350.0,127.97,153.04,1000.0,,146.89,,,51.28,1000.0,0.0,12,,,0.0,55.0,,2000.0,,0.0,791.68,631.57,,305.94,,0.0,,,,102.56,,1000.0,69,,375.46,,,,-75.0,,,
7034,201404,0,0.0,0.0,0.0,0.0,45.68,1087.0,,,1000.0,258.0,,,623.0,17.97,1000.0,0.0,12,61.23,319.76,0.0,,5.0,1000.0,0.0,0.0,,,5.0,,,11.0,5.0,5.0,293.0,125.79,1500.0,1500.0,63,,,12.0,-89.0,0.0,276.0,0.0,,0.0
7035,201408,1,105.0,1.0,1.0,1.0,,248.0,,42.93,1083.64,,32.25,,135.0,43.81,,0.0,12,,,0.0,,3.0,1083.64,,0.0,300.51,258.0,3.0,,,0.0,3.0,3.0,135.0,306.67,1605.48,1605.48,46,,248.57,,-13.0,0.0,-25.0,0.0,,
7037,201405,1,41.0,0.0,0.0,1.0,,146.0,18.43,313.93,432.45,,519.66,,,,771.9,0.0,12,,,0.0,,,1548.27,,0.0,372.91,661.86,,129.01,,0.0,,,,,1714.23,738.41,19,,136.03,,,,38.0,,,
7038,201404,0,0.0,0.0,0.0,0.0,,202.0,110.36,173.9,950.0,,215.93,,,,,0.0,12,,,0.0,,,950.0,,0.0,342.84,355.9,,160.73,,0.0,,,,,950.0,950.0,65,,688.2,,,,5.0,,,
7040,201406,0,3.0,0.0,0.0,0.0,51.57,727.0,19.99,,1000.0,222.0,46.38,80.67,,102.98,2000.0,0.0,12,44.66,257.93,0.0,,,3200.0,,0.0,,231.93,,59.98,399.0,0.0,,,,308.96,1000.0,1000.0,67,264.19,2397.06,10.0,,,177.0,,282.18,0.0
7041,201405,0,,,,,,3773.0,,,2200.0,,,,373.0,,3000.0,8.0,12,,,0.0,,4.0,2200.0,0.0,14.0,,,4.0,,,0.0,4.0,4.0,373.0,,3700.0,2200.0,77,,,,-6.0,0.0,3652.0,0.0,,
7042,201408,0,0.0,0.0,0.0,0.0,66.98,628.0,86.1,108.22,2000.0,,36.66,113.74,,,4300.0,0.0,10,,334.93,0.0,,,4000.0,,0.0,398.26,219.96,,454.81,409.0,0.0,,,,,,2000.0,53,142.69,588.62,,,,1.0,,237.0,
7043,201405,0,,,,,,1103.0,,,1925.7,436.0,,,526.0,,3486.08,0.0,12,194.4,,0.0,,0.0,1925.7,0.0,0.0,,,0.0,,,7.0,0.0,0.0,526.0,,1925.7,1925.7,39,,,7.0,-85.0,0.0,921.0,0.0,,0.0
